File Name,Pitch Standard Deviation
impro07-01-audioinfluencer.csv,28.991378028648448
impro07-02-audioinfluencer.csv,20.506096654409877
impro07-03-audioinfluencer.csv,23.33452377915607
impro07-04-audioinfluencer.csv,17.67766952966369
impro07-05-audioinfluencer.csv,33.23401871576773
impro07-06-audioinfluencer.csv,19.091883092036785
impro07-07-audioinfluencer.csv,28.284271247461902
impro07-08-audioinfluencer.csv,13.435028842544403
impro07-09-audioinfluencer.csv,18.384776310850235
impro07-10-audioinfluencer.csv,14.849242404917497
impro07-11-audioinfluencer.csv,37.476659402887016
impro07-12-audioinfluencer.csv,19.091883092036785
impro07-13-audioinfluencer.csv,11.313708498984761
impro07-14-audioinfluencer.csv,12.020815280171307
impro07-15-audioinfluencer.csv,6.363961030678928
impro07-16-audioinfluencer.csv,27.577164466275352
impro07-17-audioinfluencer.csv,29.698484809834994
impro07-18-audioinfluencer.csv,16.97056274847714
